t_sec,phase,F_ext_x,F_ext_y,F_ext_z,correction_x_mm,correction_y_mm,correction_z_mm,tool_rot_x_deg,tool_rot_y_deg,tool_rot_z_deg
0.3425,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0003,179.9085
0.3526,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9988,-0.0005,179.9084
0.3642,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9985,-0.0012,179.9084
0.3726,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9985,-0.0012,179.9084
0.3827,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9981,-0.0020,179.9083
0.3923,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9983,-0.0017,179.9089
0.4024,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9983,-0.0017,179.9089
0.4125,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9982,-0.0017,179.9088
0.4231,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9988,-0.0004,179.9088
0.4323,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9988,-0.0004,179.9088
0.4425,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9985,-0.0011,179.9087
0.4522,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9986,-0.0007,179.9087
0.4624,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9986,-0.0007,179.9087
0.4724,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0006,179.9087
0.4825,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0007,179.9086
0.4922,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0007,179.9086
0.5024,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0007,179.9091
0.5124,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0007,179.9091
0.5222,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0007,179.9091
0.5320,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0004,179.9094
0.5423,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0004,179.9094
0.5528,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0004,179.9094
0.5625,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9999,0.0010,179.9090
0.5723,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9999,0.0009,179.9093
0.5826,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9999,0.0009,179.9093
0.5933,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0001,179.9093
0.6030,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0004,179.9093
0.6134,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0004,179.9093
0.6222,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0001,179.9092
0.6322,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,0.0001,179.9092
0.6429,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,0.0001,179.9092
0.6549,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0003,179.9091
0.6633,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0014,179.9091
0.6737,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0014,179.9091
0.6826,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0015,179.9090
0.6931,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9984,-0.0021,179.9090
0.7037,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9984,-0.0021,179.9090
0.7126,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9991,-0.0005,179.9095
0.7222,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9095
0.7323,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9095
0.7423,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9988,-0.0010,179.9095
0.7522,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0001,179.9094
0.7625,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0001,179.9094
0.7727,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0009,179.9094
0.7830,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9093
0.7931,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9093
0.8026,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0007,179.9093
0.8136,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0007,179.9093
0.8223,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0007,179.9093
0.8324,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0003,179.9092
0.8429,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,0.0004,179.9092
0.8526,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,0.0004,179.9092
0.8628,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0005,179.9092
0.8733,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0002,179.9091
0.8828,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0002,179.9091
0.8927,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0002,179.9091
0.9023,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0007,179.9091
0.9144,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0007,179.9091
0.9227,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0014,179.9090
0.9328,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,0.0006,179.9090
0.9439,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,0.0006,179.9090
0.9521,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0013,179.9090
0.9622,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0008,179.9089
0.9726,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0008,179.9089
0.9828,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0004,179.9089
0.9936,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0004,179.9088
1.0017,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0004,179.9088
1.0124,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9991,0.0001,179.9094
1.0230,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0011,179.9093
1.0322,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0011,179.9093
1.0421,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0017,179.9093
1.0523,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0000,179.9093
1.0626,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0000,179.9093
1.0739,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0013,179.9092
1.0818,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,0.0003,179.9092
1.0927,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,0.0003,179.9092
1.1028,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,0.0009,179.9091
1.1119,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9991,0.0001,179.9091
1.1238,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9991,0.0001,179.9091
1.1318,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0005,179.9091
1.1425,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,0.0002,179.9090
1.1536,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,0.0002,179.9090
1.1618,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,0.0002,179.9090
1.1718,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0002,179.9090
1.1829,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0002,179.9090
1.1930,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,0.0001,179.9090
1.2034,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0007,179.9089
1.2139,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0007,179.9089
1.2236,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,0.0002,179.9089
1.2318,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,0.0003,179.9094
1.2418,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,0.0003,179.9094
1.2519,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9991,0.0004,179.9094
1.2632,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0013,179.9093
1.2747,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0013,179.9093
1.2821,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0009,179.9093
1.2919,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0009,179.9092
1.3020,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0009,179.9092
1.3118,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0003,179.9092
1.3232,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0000,179.9092
1.3332,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0000,179.9092
1.3420,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,-0.0000,179.9091
1.3527,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0007,179.9091
1.3618,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0007,179.9091
1.3719,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0002,179.9090
1.3822,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0007,179.9090
1.3923,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0007,179.9090
1.4035,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0004,179.9090
1.4119,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0008,179.9089
1.4219,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0008,179.9089
1.4320,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0008,179.9089
1.4447,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0006,179.9089
1.4537,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0006,179.9089
1.4620,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9998,0.0020,179.9088
1.4741,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9996,0.0024,179.9093
1.4821,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9996,0.0024,179.9093
1.4919,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9995,0.0014,179.9093
1.5021,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9993,0.0017,179.9093
1.5159,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9993,0.0017,179.9093
1.5232,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9997,0.0010,179.9092
1.5322,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9997,0.0010,179.9092
1.5422,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9997,0.0010,179.9092
1.5518,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0002,179.9092
1.5619,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9999,0.0007,179.9091
1.5724,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9999,0.0007,179.9091
1.5843,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,-0.0010,179.9091
1.5946,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,-0.0003,179.9091
1.6025,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,-0.0003,179.9091
1.6120,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,-0.0009,179.9090
1.6221,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0014,179.9090
1.6323,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0014,179.9090
1.6443,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0012,179.9090
1.6533,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0021,179.9089
1.6625,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0021,179.9089
1.6734,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,-0.0008,179.9089
1.6826,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0005,179.9088
1.6931,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0005,179.9088
1.7018,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9999,0.0003,179.9088
1.7119,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0005,179.9093
1.7218,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0005,179.9093
1.7325,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,-0.0003,179.9093
1.7418,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0007,179.9092
1.7517,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0007,179.9092
1.7618,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0007,179.9092
1.7736,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0001,179.9092
1.7835,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0001,179.9092
1.7921,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0002,179.9091
1.8032,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0002,179.9091
1.8141,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0002,179.9091
1.8221,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,-0.0001,179.9091
1.8318,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0010,179.9091
1.8417,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0010,179.9091
1.8522,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9991,-0.0012,179.9090
1.8623,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0010,179.9090
1.8721,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0010,179.9090
1.8820,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,-0.0004,179.9090
1.8918,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0003,179.9089
1.9036,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,-0.0003,179.9089
1.9147,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,-0.0000,179.9089
1.9227,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0001,179.9088
1.9322,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0001,179.9088
1.9430,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0007,179.9088
1.9519,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,-0.0004,179.9093
1.9619,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9994,-0.0004,179.9093
1.9729,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0019,179.9093
1.9835,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0006,179.9092
1.9938,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0006,179.9092
2.0021,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0003,179.9092
2.0136,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0001,179.9092
2.0221,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9995,0.0001,179.9092
2.0321,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0005,179.9091
2.0424,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0005,179.9091
2.0524,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0005,179.9091
2.0639,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0014,179.9090
2.0737,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0014,179.9090
2.0821,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0014,179.9090
2.0923,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9999,0.0015,179.9090
2.1022,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9999,0.0011,179.9090
2.1137,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9999,0.0011,179.9090
2.1219,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0014,179.9090
2.1323,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0004,179.9089
2.1423,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0004,179.9089
2.1522,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0009,179.9088
2.1633,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0009,179.9088
2.1721,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0015,179.9088
2.1820,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0000,179.9088
2.1919,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0009,179.9087
2.2025,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0009,179.9087
2.2131,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0007,179.9087
2.2218,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9086
2.2336,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9086
2.2445,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,-0.0001,179.9092
2.2518,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9091
2.2627,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9992,-0.0003,179.9091
2.2741,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0009,179.9091
2.2823,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0009,179.9091
2.2928,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9997,0.0009,179.9091
2.3019,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,0.0008,179.9091
2.3122,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0001,179.9090
2.3218,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9993,0.0001,179.9090
2.3323,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0007,179.9090
2.3419,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0005,179.9090
2.3521,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9990,-0.0005,179.9090
2.3638,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0008,179.9089
2.3718,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0012,179.9089
2.3820,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0012,179.9089
2.3948,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9987,-0.0011,179.9094
2.4027,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0006,179.9094
2.4119,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9989,-0.0006,179.9094
2.4241,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9996,-0.0004,179.9093
2.4321,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,-0.0000,179.9093
2.4419,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,-0.0000,179.9093
2.4534,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,-0.0000,179.9092
2.4623,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0002,179.9092
2.4724,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,0.0002,179.9092
2.4822,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,-0.0000,179.9091
2.4927,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9998,-0.0000,179.9091
2.5019,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9999,0.0008,179.9091
2.5146,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-179.9999,0.0008,179.9091
