t_sec,phase,F_ext_x,F_ext_y,F_ext_z,correction_x_mm,correction_y_mm,correction_z_mm,tool_rot_x_deg,tool_rot_y_deg,tool_rot_z_deg
0.3997,approaching,0.0000,0.3331,0.3583,0.0000,0.0000,0.0000,179.9698,-0.0909,179.9097
0.4097,approaching,0.0000,0.3354,0.3608,0.0000,0.0000,0.0000,179.9695,-0.0916,179.9097
0.4200,approaching,0.0000,0.3376,0.3632,0.0000,0.0000,0.0000,179.9695,-0.0916,179.9097
0.4298,approaching,0.0000,0.3397,0.3655,0.0000,0.0000,0.0000,179.9697,-0.0912,179.9097
0.4396,approaching,0.0000,0.3417,0.3676,0.0000,0.0000,0.0000,179.9698,-0.0909,179.9097
0.4498,approaching,0.0000,0.3436,0.3696,0.0000,0.0000,0.0000,179.9698,-0.0909,179.9097
0.4596,approaching,0.0000,0.3454,0.3715,0.0000,0.0000,0.0000,179.9697,-0.0912,179.9096
0.4694,approaching,0.0000,0.3471,0.3734,0.0000,0.0000,0.0000,179.9697,-0.0912,179.9096
0.4796,approaching,0.0000,0.3487,0.3751,0.0000,0.0000,0.0000,179.9697,-0.0912,179.9096
0.4897,approaching,0.0000,0.3502,0.3768,0.0000,0.0000,0.0000,179.9698,-0.0909,179.9096
0.4995,approaching,0.0000,0.3517,0.3783,0.0000,0.0000,0.0000,179.9697,-0.0911,179.9096
0.5096,approaching,0.0000,0.3531,0.3798,0.0000,0.0000,0.0000,179.9697,-0.0911,179.9096
0.5202,approaching,0.0000,0.3544,0.3813,0.0000,0.0000,0.0000,179.9699,-0.0905,179.9096
0.5294,approaching,0.0000,0.3557,0.3826,0.0000,0.0000,0.0000,179.9699,-0.0905,179.9095
0.5395,approaching,0.0000,0.3569,0.3839,0.0000,0.0000,0.0000,179.9699,-0.0905,179.9095
0.5496,approaching,0.0000,0.3580,0.3851,0.0000,0.0000,0.0000,179.9696,-0.0914,179.9095
0.5598,approaching,0.0000,0.3591,0.3862,0.0000,0.0000,0.0000,179.9698,-0.0907,179.9095
0.5697,approaching,0.0000,0.3601,0.3873,0.0000,0.0000,0.0000,179.9698,-0.0907,179.9095
0.5808,approaching,0.0000,0.3610,0.3884,0.0000,0.0000,0.0000,179.9697,-0.0910,179.9098
0.5902,approaching,0.0000,0.3620,0.3894,0.0000,0.0000,0.0000,179.9694,-0.0917,179.9098
0.5997,approaching,0.0000,0.3628,0.3903,0.0000,0.0000,0.0000,179.9694,-0.0917,179.9098
0.6095,approaching,0.0000,0.3637,0.3912,0.0000,0.0000,0.0000,179.9697,-0.0910,179.9098
0.6195,approaching,0.0000,0.3645,0.3921,0.0000,0.0000,0.0000,179.9697,-0.0911,179.9098
0.6294,approaching,0.0000,0.3652,0.3929,0.0000,0.0000,0.0000,179.9697,-0.0911,179.9098
0.6393,approaching,0.0000,0.3659,0.3936,0.0000,0.0000,0.0000,179.9696,-0.0913,179.9094
0.6499,approaching,0.0000,0.3666,0.3944,0.0000,0.0000,0.0000,179.9693,-0.0921,179.9093
0.6594,approaching,0.0000,0.3672,0.3950,0.0000,0.0000,0.0000,179.9693,-0.0921,179.9093
0.6696,approaching,0.0000,0.3678,0.3957,0.0000,0.0000,0.0000,179.9692,-0.0921,179.9093
0.6800,approaching,0.0000,0.3684,0.3963,0.0000,0.0000,0.0000,179.9697,-0.0910,179.9093
0.6893,approaching,0.0000,0.3690,0.3969,0.0000,0.0000,0.0000,179.9697,-0.0910,179.9093
0.7005,approaching,0.0000,0.3695,0.3975,0.0000,0.0000,0.0000,179.9701,-0.0901,179.9093
0.7096,approaching,0.0000,0.3700,0.3980,0.0000,0.0000,0.0000,179.9700,-0.0903,179.9092
0.7197,approaching,0.0000,0.3705,0.3985,0.0000,0.0000,0.0000,179.9700,-0.0903,179.9092
0.7296,approaching,0.0000,0.3709,0.3990,0.0000,0.0000,0.0000,179.9701,-0.0900,179.9096
0.7404,approaching,0.0000,0.3713,0.3995,0.0000,0.0000,0.0000,179.9699,-0.0905,179.9101
0.7494,approaching,0.0000,0.3717,0.3999,0.0000,0.0000,0.0000,179.9699,-0.0905,179.9101
0.7596,approaching,0.0000,0.3721,0.4003,0.0000,0.0000,0.0000,179.9700,-0.0902,179.9101
0.7690,approaching,0.0000,0.3725,0.4007,0.0000,0.0000,0.0000,179.9698,-0.0908,179.9100
0.7792,approaching,0.0000,0.3728,0.4011,0.0000,0.0000,0.0000,179.9698,-0.0908,179.9100
0.7894,approaching,0.0000,0.3732,0.4014,0.0000,0.0000,0.0000,179.9700,-0.0902,179.9106
0.7993,approaching,0.0000,0.3735,0.4018,0.0000,0.0000,0.0000,179.9702,-0.0898,179.9102
0.8094,approaching,0.0000,0.3738,0.4021,0.0000,0.0000,0.0000,179.9702,-0.0898,179.9102
0.8207,approaching,0.0000,0.3741,0.4024,0.0000,0.0000,0.0000,179.9700,-0.0902,179.9102
0.8291,approaching,0.0000,0.3743,0.4027,0.0000,0.0000,0.0000,179.9698,-0.0908,179.9102
0.8391,approaching,0.0000,0.3746,0.4030,0.0000,0.0000,0.0000,179.9698,-0.0908,179.9102
0.8500,approaching,0.0000,0.3748,0.4032,0.0000,0.0000,0.0000,179.9698,-0.0908,179.9102
0.8599,approaching,0.0000,0.3751,0.4035,0.0000,0.0000,0.0000,179.9698,-0.0907,179.9101
0.8699,approaching,0.0000,0.3753,0.4037,0.0000,0.0000,0.0000,179.9698,-0.0907,179.9101
0.8797,approaching,0.0000,0.3755,0.4039,0.0000,0.0000,0.0000,179.9696,-0.0912,179.9101
0.8895,approaching,0.0000,0.3757,0.4041,0.0000,0.0000,0.0000,179.9697,-0.0908,179.9101
0.8996,approaching,0.0000,0.3759,0.4043,0.0000,0.0000,0.0000,179.9697,-0.0908,179.9101
0.9106,approaching,0.0000,0.3761,0.4045,0.0000,0.0000,0.0000,179.9696,-0.0911,179.9104
0.9203,approaching,0.0000,0.3762,0.4047,0.0000,0.0000,0.0000,179.9695,-0.0913,179.9104
0.9302,approaching,0.0000,0.3764,0.4049,0.0000,0.0000,0.0000,179.9695,-0.0913,179.9104
0.9401,approaching,0.0000,0.3765,0.4051,0.0000,0.0000,0.0000,179.9696,-0.0910,179.9104
0.9502,approaching,0.0000,0.3767,0.4052,0.0000,0.0000,0.0000,179.9695,-0.0913,179.9103
0.9604,approaching,0.0000,0.3768,0.4054,0.0000,0.0000,0.0000,179.9695,-0.0913,179.9103
0.9691,approaching,0.0000,0.3770,0.4055,0.0000,0.0000,0.0000,179.9695,-0.0913,179.9105
0.9791,approaching,0.0000,0.3563,0.3832,0.0000,0.0000,0.0000,179.9693,-0.0917,179.9105
0.9900,approaching,0.0000,0.3370,0.3623,0.0000,0.0000,0.0000,179.9693,-0.0917,179.9105
0.9997,approaching,0.0000,0.3189,0.3427,0.0000,0.0000,0.0000,179.9693,-0.0918,179.9104
1.0090,approaching,0.0000,0.3018,0.3241,0.0000,0.0000,0.0000,179.9690,-0.0924,179.9104
1.0190,approaching,0.0000,0.2852,0.3062,0.0000,0.0000,0.0000,179.9690,-0.0924,179.9104
1.0306,approaching,0.0000,0.2695,0.2891,0.0000,0.0000,0.0000,179.9695,-0.0913,179.9104
1.0392,approaching,0.0000,0.2542,0.2726,0.0000,0.0000,0.0000,179.9696,-0.0910,179.9104
1.0492,approaching,0.0000,0.2398,0.2570,0.0000,0.0000,0.0000,179.9696,-0.0910,179.9104
1.0606,approaching,0.0000,0.2260,0.2421,0.0000,0.0000,0.0000,179.9699,-0.0903,179.9103
1.0688,approaching,0.0000,0.2130,0.2279,0.0000,0.0000,0.0000,179.9697,-0.0909,179.9103
1.0788,approaching,0.0000,0.2005,0.2140,0.0000,0.0000,0.0000,179.9697,-0.0909,179.9103
1.0892,approaching,0.0000,0.0000,0.2008,0.0000,0.0000,0.0000,179.9698,-0.0906,179.9103
1.0991,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9703,-0.0893,179.9106
1.1088,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9703,-0.0893,179.9106
1.1188,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0902,179.9106
1.1288,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0903,179.9102
1.1395,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0903,179.9102
1.1494,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0906,179.9102
1.1589,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0906,179.9102
1.1694,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0906,179.9102
1.1793,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0905,179.9107
1.1892,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0908,179.9107
1.1991,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0908,179.9107
1.2091,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0910,179.9106
1.2190,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0910,179.9106
1.2290,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0910,179.9106
1.2393,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0913,179.9106
1.2493,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0915,179.9106
1.2588,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0915,179.9106
1.2688,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0911,179.9106
1.2799,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0903,179.9105
1.2898,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0903,179.9105
1.2988,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0905,179.9105
1.3088,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0905,179.9105
1.3188,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0905,179.9105
1.3295,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0905,179.9105
1.3402,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0901,179.9104
1.3488,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0901,179.9104
1.3587,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9104
1.3689,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0906,179.9104
1.3787,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0906,179.9104
1.3897,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9103
1.3996,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9103
1.4088,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9103
1.4188,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0913,179.9107
1.4301,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0909,179.9107
1.4397,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0909,179.9107
1.4490,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0911,179.9106
1.4606,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0905,179.9106
1.4690,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0905,179.9106
1.4790,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0899,179.9102
1.4898,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9701,-0.0897,179.9102
1.4990,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9701,-0.0897,179.9102
1.5098,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0904,179.9102
1.5190,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0910,179.9102
1.5307,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0910,179.9102
1.5399,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0911,179.9101
1.5494,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9693,-0.0915,179.9101
1.5600,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9693,-0.0915,179.9101
1.5690,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9693,-0.0916,179.9104
1.5791,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9104
1.5894,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9104
1.5989,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9104
1.6088,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9104
1.6188,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9104
1.6288,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0911,179.9104
1.6397,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0911,179.9103
1.6502,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0911,179.9103
1.6603,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0908,179.9103
1.6690,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0910,179.9103
1.6804,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0910,179.9103
1.6896,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9693,-0.0914,179.9103
1.6988,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9102
1.7094,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0912,179.9102
1.7188,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9691,-0.0919,179.9099
1.7289,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9692,-0.0916,179.9098
1.7394,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9692,-0.0916,179.9098
1.7488,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0914,179.9102
1.7598,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9692,-0.0918,179.9101
1.7690,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9692,-0.0918,179.9101
1.7802,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0912,179.9101
1.7893,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0909,179.9097
1.7997,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0909,179.9097
1.8092,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0910,179.9097
1.8192,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0913,179.9097
1.8290,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0913,179.9097
1.8400,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0912,179.9102
1.8489,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0912,179.9102
1.8589,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0912,179.9102
1.8688,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9693,-0.0915,179.9102
1.8799,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0907,179.9101
1.8891,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0907,179.9101
1.8991,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0908,179.9101
1.9099,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0905,179.9101
1.9212,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0905,179.9101
1.9292,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0904,179.9100
1.9395,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0905,179.9100
1.9502,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0905,179.9100
1.9588,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0901,179.9100
1.9689,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0902,179.9105
1.9790,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0902,179.9105
1.9894,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0902,179.9105
1.9990,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0899,179.9105
2.0092,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0899,179.9105
2.0200,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0903,179.9105
2.0291,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0901,179.9104
2.0405,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0901,179.9104
2.0490,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0900,179.9104
2.0592,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0899,179.9104
2.0688,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0899,179.9104
2.0788,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9706,-0.0898,179.9107
2.0897,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9704,-0.0903,179.9107
2.0994,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9704,-0.0903,179.9107
2.1091,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9704,-0.0901,179.9107
2.1190,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9705,-0.0900,179.9107
2.1291,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9705,-0.0900,179.9107
2.1394,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9706,-0.0896,179.9106
2.1490,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9705,-0.0899,179.9102
2.1589,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9705,-0.0899,179.9102
2.1688,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0911,179.9102
2.1789,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0912,179.9102
2.1899,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0912,179.9102
2.1994,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0914,179.9102
2.2089,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0910,179.9107
2.2205,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9700,-0.0910,179.9107
2.2288,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0916,179.9107
2.2394,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0920,179.9107
2.2496,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0920,179.9107
2.2612,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0921,179.9106
2.2688,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0912,179.9106
2.2795,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0912,179.9106
2.2888,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9701,-0.0909,179.9106
2.2992,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0920,179.9106
2.3099,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0920,179.9106
2.3190,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9695,-0.0922,179.9105
2.3302,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0926,179.9105
2.3400,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9694,-0.0926,179.9105
2.3489,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0920,179.9105
2.3594,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0920,179.9105
2.3690,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0920,179.9105
2.3789,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0919,179.9105
2.3889,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0913,179.9104
2.3990,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0913,179.9104
2.4090,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0916,179.9104
2.4198,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0916,179.9104
2.4300,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0916,179.9104
2.4390,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0919,179.9104
2.4493,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0914,179.9103
2.4590,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9698,-0.0914,179.9103
2.4710,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9699,-0.0912,179.9103
2.4796,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0919,179.9103
2.4896,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9696,-0.0919,179.9103
2.4989,approaching,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.9697,-0.0917,179.9103
